"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Organismal Systems","Nervous system","hsa04721","Synaptic vesicle cycle","36/3680","79/9436",0.455696202531646,1.16846450192625,1.20223149806105,0.138893439546813,0.243414260215879,0.13069717596909,"6512/26052/161/9152/6506/6809/10312/6540/6857/2054/440279/112755/6530/163/535/1213/1785/773/1175/8218/523/10815/6507/6534/8992/10814/22999/50617/51606/528/6505/10497/1211/9550/6812/1759",36
"Human Diseases","Infectious disease: parasitic","hsa05140","Leishmaniasis","36/3680","79/9436",0.455696202531646,1.16846450192625,1.20223149806105,0.138893439546813,0.243414260215879,0.13069717596909,"65108/3725/3716/2212/4688/5743/3586/1379/7042/3688/51135/3458/4792/2353/7043/5579/5595/3684/4843/718/7040/3553/6772/3460/5594/4689/10454/3592/3117/3108/5603/1915/6885/3459/23118/3717",36
"Metabolism","Metabolism of terpenoids and polyketides","hsa00900","Terpenoid backbone biosynthesis","12/3680","23/9436",0.521739130434783,1.33780718336484,1.29689028835332,0.139793115587092,0.243759854817693,0.130882737153744,"10269/9453/23590/9986/38/4598/2342/3157/3156/57107/39/2339",12
"Metabolism","Energy metabolism","hsa00920","Sulfur metabolism","6/3680","10/9436",0.6,1.53847826086957,1.36219388430984,0.149875830062947,0.259007276084408,0.139069582487305,"10380/9060/58472/4357/9061/54928",6
"Metabolism","Glycan biosynthesis and metabolism","hsa00532","Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate","11/3680","21/9436",0.523809523809524,1.34311594202899,1.25856268452247,0.150537686089165,0.259007276084408,0.139069582487305,"9469/51363/50515/113189/22856/64131/64132/11285/29940/55790/56548",11
"Organismal Systems","Digestive system","hsa04972","Pancreatic secretion","47/3680","106/9436",0.443396226415094,1.1369257588187,1.13352665250048,0.150776569939626,0.259007276084408,0.139069582487305,"63036/5320/26279/23436/10136/6548/5906/480/493/6262/84647/3778/3784/3709/490/488/1361/8766/115/5579/489/5578/5874/4218/109/6344/23236/5332/2778/3708/491/387/111/683/952/8671/5879/107/1811/1080/1358/1357/5644/114/5646/2776/492",47
"Cellular Processes","Cell growth and death","hsa04115","p53 signaling pathway","34/3680","75/9436",0.453333333333333,1.16240579710145,1.12903006108621,0.156197904495814,0.266998388473141,0.143360275321541,"7161/83667/1647/92344/64326/355/3732/595/472/9538/894/4193/3479/7057/6477/8493/5366/596/898/10848/27113/581/6241/598/637/545/25898/27244/64065/54205/1021/5054/50484/575",34
"Metabolism","Glycan biosynthesis and metabolism","hsa00601","Glycosphingolipid biosynthesis - lacto and neolacto series","14/3680","28/9436",0.5,1.2820652173913,1.19512784516214,0.158316232529366,0.269292807292599,0.144592224755923,"6487/8703/6484/6489/2527/10331/2524/10678/10317/53947/10402/8702/8706/84002",14
"Metabolism","Glycan biosynthesis and metabolism","hsa00531","Glycosaminoglycan degradation","10/3680","19/9436",0.526315789473684,1.34954233409611,1.21942407823199,0.1623652495541,0.274832885830598,0.147566876359824,"60495/3073/2588/2720/3373/8692/10855/3074/411/138050",10
"Human Diseases","Immune disease","hsa05321","Inflammatory bowel disease","30/3680","66/9436",0.454545454545455,1.16551383399209,1.07887452932598,0.170254784022505,0.286114323126061,0.15362425358202,"3725/3595/3586/7042/6778/3458/50616/7043/6095/4088/3566/50615/64127/6774/30009/4087/3594/7040/3553/6772/6775/3460/3592/59067/3567/3117/3108/112744/3459/3569",30
"Metabolism","Carbohydrate metabolism","hsa00620","Pyruvate metabolism","22/3680","47/9436",0.468085106382979,1.20023126734505,1.10028609511262,0.170679149530532,0.286114323126061,0.15362425358202,"2271/3939/3948/160287/5091/10873/38/3945/32/217/5315/31/4200/98/4190/55902/130/501/4199/39/4191/1738",22
"Human Diseases","Immune disease","hsa05323","Rheumatoid arthritis","42/3680","95/9436",0.442105263157895,1.13361556064073,1.04654190755376,0.173161981852769,0.288880806263994,0.155109669979454,"3725/1435/7042/6387/10312/4312/4314/3458/2321/8600/2353/7043/6347/6348/414062/535/8792/3383/54/7040/3553/940/1493/523/941/3576/6372/2919/3600/1437/8992/3117/3108/7422/3569/50617/51606/528/284/7010/1514/9550",42
"Cellular Processes","Transport and catabolism","hsa04146","Peroxisome","37/3680","83/9436",0.44578313253012,1.14304609743321,1.04658392979817,0.174989017683809,0.289342083727437,0.155357345122877,"5195/6342/5825/5824/8443/51703/84188/5830/55711/1610/4598/5826/3418/255027/283927/4843/51268/4358/7498/8540/55825/2181/54363/55670/10478/8309/51555/1962/8310/2180/23305/54511/6648/2053/5828/1384/2182",37
"Metabolism","Metabolism of other amino acids","hsa00450","Selenocompound metabolism","9/3680","17/9436",0.529411764705882,1.35748081841432,1.17953077020378,0.175446977981953,0.289342083727437,0.155357345122877,"1491/56267/4548/9060/4141/92935/10587/51091/9061",9
"Metabolism","Global and overview maps","hsa01200","Carbon metabolism","51/3680","117/9436",0.435897435897436,1.11769788182832,1.02426277893163,0.176222525146672,0.289342083727437,0.155357345122877,"2023/9563/5226/6390/26227/2271/5214/3098/5223/387712/1892/26007/5091/10873/38/6472/2098/5095/5315/3419/3418/84706/4200/4190/84693/3099/26275/3420/54363/55902/50/7086/8801/5096/8310/6389/64902/4199/39/221823/2645/4967/5723/4191/1738/2731/48/8789/5634/5230/2539",51
"Cellular Processes","Cell growth and death","hsa04114","Oocyte meiosis","60/3680","139/9436",0.431654676258993,1.10681889271192,1.01442168715717,0.176773837896878,0.289342083727437,0.155357345122877,"10459/6195/5567/5525/119504/8945/387778/25906/5519/3709/3479/51433/8881/9985/5529/801/5527/5604/64506/3480/9088/115/5347/5595/7531/996/898/10971/109/5534/699/7529/5594/7533/9978/3708/111/25847/29945/5530/817/10393/6500/995/815/23291/80315/5603/6196/8379/107/7532/100505767/8454/5516/7534/114/6197/367/27330",60
"Genetic Information Processing","Information processing in viruses","hsa03250","Viral life cycle - HIV-1","29/3680","64/9436",0.453125,1.16187160326087,1.03891253002582,0.180914256218379,0.29472885872196,0.15824968297827,"79869/9638/636/11052/5901/4130/5045/1387/27183/79643/9525/4298/55201/8178/6829/7514/905/7852/25939/8850/10015/1234/4131/256987/22936/27125/5478/29969/4300",29
"Metabolism","Glycan biosynthesis and metabolism","hsa00534","Glycosaminoglycan biosynthesis - heparan sulfate / heparin","12/3680","24/9436",0.5,1.2820652173913,1.10623823614738,0.184220217333531,0.297651089676394,0.15981872553533,"2134/2132/26035/64131/9955/64132/9394/9957/3340/11285/2137/2131",12
"Organismal Systems","Nervous system","hsa04726","Serotonergic synapse","50/3680","115/9436",0.434782608695652,1.1148393194707,0.990701328525373,0.185159644607365,0.297651089676394,0.15981872553533,"2782/1573/55970/5567/2773/5743/5321/2786/3265/775/3845/3709/10411/121278/54331/123745/283748/10681/5604/5579/5595/2775/247/2793/5578/773/94235/8605/23236/5332/2778/351/3763/5594/3708/5894/776/111/59345/2560/3781/3360/1644/2770/2783/3751/3361/2776/5742/4128",50
"Metabolism","Carbohydrate metabolism","hsa00520","Amino sugar and nucleotide sugar metabolism","18/3680","38/9436",0.473684210526316,1.2145881006865,1.05977625047329,0.185281369942654,0.297651089676394,0.15981872553533,"1118/3098/64841/2585/3073/4351/2673/3099/80146/5372/55276/7358/3074/10007/9945/5238/2645/5973",18
"Metabolism","Amino acid metabolism","hsa00330","Arginine and proline metabolism","23/3680","50/9436",0.46,1.1795,1.017521627831,0.190919031426752,0.305294488041857,0.163922719197357,"8659/113451/5033/5832/112817/283208/1610/217/4842/384/1152/4843/5831/55748/58510/54498/51056/1160/501/8974/383/6303/4128",23
"Organismal Systems","Immune system","hsa04662","B cell receptor signaling pathway","40/3680","91/9436",0.43956043956044,1.12709030100334,0.974042531094472,0.192718994951649,0.306759134166157,0.164709136197208,"5293/3725/10451/1380/10000/118788/3265/3636/3845/4792/6655/2353/207/5604/5579/5595/5336/5605/7409/25780/6654/5534/3635/4773/5594/5880/5894/2932/5291/5290/27071/5530/55024/5295/4794/5879/640/3551/4067/7410",40
"Human Diseases","Infectious disease: viral","hsa05169","Epstein-Barr virus infection","86/3680","204/9436",0.42156862745098,1.08095694799659,0.934664573668993,0.193959098725616,0.307323320811821,0.165012066687979,"5293/1870/864/3065/3725/3716/1647/965/919/1380/7188/10000/7431/5599/355/953/4791/5719/960/595/916/894/51135/4193/9612/8900/4792/5706/5700/7187/207/2923/4734/7874/5336/6416/5606/5717/5709/6774/9020/5718/596/3383/898/5714/581/3661/5610/6772/5707/1869/958/3454/637/10454/956/5291/5290/3280/3516/5602/6502/5295/51426/79685/5601/8737/1871/3135/3117/3108/5603/4794/6885/7128/23118/5879/3569/54205/1021/3551/4067/3456/3439/23586",86
"Metabolism","Glycan biosynthesis and metabolism","hsa00510","N-Glycan biosynthesis","25/3680","55/9436",0.454545454545455,1.16551383399209,0.984295601957737,0.198130345944373,0.31250559110317,0.167794599196909,"1650/57134/199857/10905/8703/79053/79796/3703/84920/144245/25834/440138/2530/146664/4249/4248/79087/201595/6184/6480/79644/4124/57171/84061/79868",25
"Cellular Processes","Transport and catabolism","hsa04142","Lysosome","57/3680","133/9436",0.428571428571429,1.09891304347826,0.918549032222418,0.203001084684456,0.318739259662924,0.171141662248862,"5538/6272/5660/3988/1200/53/8722/10312/1075/4891/3916/11154/2581/23431/23312/3073/1512/84572/9516/164/2588/1497/535/1213/22901/23163/23335/8943/54/9741/6556/130340/8218/26088/285362/2720/3373/8692/4126/256471/1519/3074/8546/411/1176/2760/8763/135112/3482/1174/50617/1508/138050/51606/1211/1514/8905",57
"Genetic Information Processing","Replication and repair","hsa03450","Non-homologous end-joining","7/3680","13/9436",0.538461538461538,1.3806856187291,1.09819135398681,0.206311490582385,0.322477870414809,0.173149046150224,"4361/3981/7520/79840/10111/27434/5591",7
"Metabolism","Glycan biosynthesis and metabolism","hsa00541","Biosynthesis of various nucleotide sugars","10/3680","20/9436",0.5,1.2820652173913,1.00963820655551,0.216010884229356,0.336124559764962,0.180476405516148,"606495/80896/51706/51700/55907/1727/7358/2762/51167/54187",10
"Environmental Information Processing","Signaling molecules and interaction","hsa04061","Viral protein interaction with cytokine and cytokine receptor","43/3680","100/9436",0.43,1.10257608695652,0.824518064549866,0.234286406181967,0.362934745290815,0.194871681833685,"1435/3570/3586/29949/50604/3559/6387/3587/7132/6367/6347/6354/6355/6346/6360/6348/414062/8740/6370/27178/7852/57007/1233/10803/2829/729230/1234/53833/8743/3576/6372/5197/2919/5196/10563/56477/3572/1436/53832/3569/10344/8794/2833",43
"Human Diseases","Substance dependence","hsa05030","Cocaine addiction","22/3680","49/9436",0.448979591836735,1.15124223602484,0.848676525211914,0.239850934287884,0.369903440879536,0.198613405234879,"3725/5567/2773/90993/1813/2903/8787/1386/1385/5173/2778/468/111/2891/1812/9586/1644/2770/64764/26086/2902/4128",22
"Metabolism","Carbohydrate metabolism","hsa00020","Citrate cycle (TCA cycle)","14/3680","30/9436",0.466666666666667,1.19659420289855,0.862309789398459,0.247791955558148,0.378783297703424,0.203381294383456,"6390/2271/5091/3419/3418/4190/3420/50/8801/6389/4967/4191/1738/48",14
"Metabolism","Glycan biosynthesis and metabolism","hsa00563","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis","14/3680","30/9436",0.466666666666667,1.19659420289855,0.862309789398459,0.247791955558148,0.378783297703424,0.203381294383456,"55650/27315/9488/9487/94005/284098/23556/80055/128869/51604/54965/80235/2822/84302",14
"Organismal Systems","Endocrine system","hsa04913","Ovarian steroidogenesis","23/3680","52/9436",0.442307692307692,1.13413461538462,0.775502155966505,0.261524707716736,0.398022252533804,0.213711326250518,"1573/5567/5743/5321/3479/949/123745/283748/1588/1583/3480/115/3294/3643/8605/109/3973/2778/111/1081/107/6770/114",23
"Organismal Systems","Immune system","hsa04621","NOD-like receptor signaling pathway","78/3680","189/9436",0.412698412698413,1.05821256038647,0.646370673281863,0.282815007155232,0.428545010842207,0.23010000582154,"9927/3725/3716/5586/115362/10628/3428/9447/140609/7188/440738/5599/90550/24145/838/23710/3709/51135/643246/5027/10910/11035/4792/3320/7187/7158/4210/5595/64127/7531/22861/6347/596/5585/3661/91662/58484/84168/3553/10010/6772/55054/10616/23236/5332/598/84557/3454/5594/10454/3708/820/387/5580/846/3576/2919/118429/5602/55914/7416/5601/8737/5603/6885/9474/7128/23118/3569/10392/10135/1508/3551/7419/8767/3456/3439/331",78
"Human Diseases","Infectious disease: bacterial","hsa05152","Tuberculosis","75/3680","182/9436",0.412087912087912,1.05664715719064,0.616997686013765,0.293230968222612,0.442396286840202,0.237537214532734,"4802/3716/5993/2207/2212/3586/1379/7042/10000/4360/5599/4046/10312/3587/23365/7132/51135/7421/3458/8411/5994/3916/7043/801/207/1387/5595/3684/3687/64127/8844/4843/535/5289/596/718/1054/7040/56848/581/5534/3553/22925/6772/843/1385/6714/3460/637/5594/3656/5894/820/387/54106/7879/3592/5602/5530/817/3313/815/5601/3117/3108/5603/3459/3569/54205/50617/51606/8767/3717/3456/3439",75
"Metabolism","Amino acid metabolism","hsa00260","Glycine, serine and threonine metabolism","18/3680","41/9436",0.439024390243902,1.12571580063627,0.645012113195603,0.311057948682868,0.466219976495393,0.25032894233182,"1491/26227/5223/6472/1610/51268/314/211/64902/29958/635/501/5723/1738/669/2731/1757/4128",18
"Human Diseases","Infectious disease: bacterial","hsa05133","Pertussis","33/3680","78/9436",0.423076923076923,1.08482441471572,0.601466054366785,0.311709033276459,0.466219976495393,0.25032894233182,"3725/2773/3586/722/3688/5599/1072/716/51135/1073/2353/801/5595/3684/3394/4843/718/3661/3553/5594/387/3592/3576/6372/5602/3659/5601/717/5603/3569/10392/2770/23643",33
"Human Diseases","Infectious disease: bacterial","hsa05110","Vibrio cholerae infection","22/3680","51/9436",0.431372549019608,1.10609548167093,0.607434294080664,0.318750474640647,0.474705642490577,0.254885177372462,"5567/375/3784/10312/30001/7082/115/5336/535/5578/109/5335/2778/523/8992/60/1080/50617/51606/528/9414/9550",22
"Metabolism","Carbohydrate metabolism","hsa00051","Fructose and mannose metabolism","15/3680","34/9436",0.441176470588235,1.13123401534527,0.612929072199254,0.327635618839133,0.484132173687916,0.259946594093011,"5208/5214/5209/3098/26007/57103/4351/55556/3099/5372/2762/231/57016/441282/8789",15
"Organismal Systems","Endocrine system","hsa03320","PPAR signaling pathway","32/3680","76/9436",0.421052631578947,1.07963386727689,0.557315533269819,0.327870492267033,0.484132173687916,0.259946594093011,"6342/6258/10580/51703/1374/10873/4312/4973/23205/81616/51129/376497/2181/5468/8309/1962/8310/2169/2713/2180/3157/28965/23305/2172/5467/4199/948/123/364/6256/2710/2182",32
"Organismal Systems","Immune system","hsa04650","Natural killer cell mediated cytotoxicity","55/3680","134/9436",0.41044776119403,1.052441596366,0.488848856974729,0.342801181881805,0.504033941156722,0.270632512011951,"5293/10451/51744/2207/117157/919/356/355/3265/5058/22914/3845/3458/6655/399694/5604/5579/27040/5595/5336/3384/5578/5605/7409/3383/6654/5534/7535/5335/4773/3454/3460/637/5594/5880/5894/5291/8743/5290/6452/5530/5295/1437/3135/4277/2534/3459/5879/7462/2185/3456/3439/53358/7410/4068",55
"Organismal Systems","Nervous system","hsa04727","GABAergic synapse","37/3680","89/9436",0.415730337078652,1.0659868099658,0.500092664777074,0.345568139046464,0.505958414553261,0.271665825499552,"2782/55970/5567/2773/2786/6540/775/23710/81539/54331/2567/10681/115/18/5579/2775/2793/5578/773/94235/109/2744/5334/6714/3763/776/111/59345/2555/2557/2560/2568/107/2770/2783/114/9568",37
"Metabolism","Global and overview maps","hsa01250","Biosynthesis of nucleotide sugars","16/3680","37/9436",0.432432432432432,1.10881316098707,0.530244207372385,0.355139336013578,0.517787183179461,0.27801708303584,"3098/55907/64841/2585/4351/2673/3099/80146/5372/55276/7358/9945/2762/5238/2645/54187",16
"Metabolism","Amino acid metabolism","hsa00380","Tryptophan metabolism","18/3680","42/9436",0.428571428571429,1.09891304347826,0.513673783635078,0.357666906735544,0.519290446180895,0.278824234715663,"56267/1892/38/121278/217/1544/15/23498/130013/316/1962/3033/501/64577/39/1644/1738/4128",18
"Organismal Systems","Endocrine system","hsa04922","Glucagon signaling pathway","44/3680","107/9436",0.411214953271028,1.05440877691995,0.452561676503916,0.359815567147603,0.51972556445193,0.279057864122529,"5567/10000/5214/23411/5223/3939/3948/160287/90993/5837/1374/23235/3945/3709/32/2308/5836/801/207/5315/1387/5531/5257/31/3276/5534/1386/1385/23236/5332/2778/468/3708/10891/5530/817/815/9586/2645/5260/64764/51422/2776/8789",44
"Organismal Systems","Digestive system","hsa04970","Salivary secretion","40/3680","97/9436",0.412371134020619,1.05737337516809,0.454130371469438,0.360962135541543,0.51972556445193,0.279057864122529,"6548/5567/480/493/5592/3778/2977/653247/3709/490/4842/801/6263/115/5579/4025/5578/3783/109/23236/5332/1471/1472/1469/1470/1473/2778/3708/491/820/111/683/952/2982/154/147/107/114/2776/492",40
"Organismal Systems","Endocrine system","hsa04918","Thyroid hormone synthesis","31/3680","75/9436",0.413333333333333,1.05984057971014,0.416006168322769,0.380282423050351,0.545280995035008,0.292779420965255,"5567/480/90993/3709/53905/115/5579/5578/109/1386/1385/23236/5332/2778/468/3708/111/493869/2878/821/1081/389434/9586/107/5172/64764/114/7038/2776/3309/7270",31
"Genetic Information Processing","Replication and repair","hsa03420","Nucleotide excision repair","26/3680","63/9436",0.412698412698413,1.05821256038647,0.370665475276497,0.401417695969123,0.567296873010291,0.304600474815172,"6118/2074/2965/57804/10714/5985/5426/100533467/2073/4331/2072/2067/3978/5424/56655/9978/7508/5984/1022/902/404672/6119/5425/7507/8450/1069",26
"Human Diseases","Cancer: specific types","hsa05217","Basal cell carcinoma","26/3680","63/9436",0.412698412698413,1.05821256038647,0.370665475276497,0.401417695969123,0.567296873010291,0.304600474815172,"1647/89780/51684/6934/81029/652/374654/2535/7473/7484/8313/581/83439/2736/8324/1499/7474/2932/51426/324/2737/8326/8321/51384/6469/5727",26
"Metabolism","Glycan biosynthesis and metabolism","hsa00511","Other glycan degradation","8/3680","18/9436",0.444444444444444,1.13961352657005,0.474044241985082,0.401982584413793,0.567296873010291,0.304600474815172,"3073/284004/4759/2720/23324/4126/3074/57704",8
"Organismal Systems","Endocrine system","hsa04614","Renin-angiotensin system","10/3680","23/9436",0.434782608695652,1.1148393194707,0.440884639157607,0.404720567112407,0.567296873010291,0.304600474815172,"5547/290/185/4311/2028/57486/4012/5550/4142/10159",10
"Organismal Systems","Nervous system","hsa04723","Retrograde endocannabinoid signaling","60/3680","149/9436",0.402684563758389,1.03253574555004,0.320074181325814,0.404774437526956,0.567296873010291,0.304600474815172,"2782/4725/2166/55970/5567/2773/5743/2786/5599/107984365/747/4728/2915/2893/775/3709/55967/54331/2567/10681/115/4706/5579/5595/2775/2793/5578/4729/773/94235/109/4705/23236/5332/3763/4731/5594/3708/776/4710/111/11343/59345/2555/2557/2560/5602/2891/2890/2568/5601/5603/22999/221955/107/2770/2783/114/2776/4694",60
"Metabolism","Lipid metabolism","hsa00071","Fatty acid degradation","18/3680","43/9436",0.418604651162791,1.07335692618807,0.385485157385006,0.40544560376528,0.567296873010291,0.304600474815172,"51703/1892/1374/38/217/23205/10449/81616/2181/1962/8310/130/3033/2180/501/23305/39/2182",18
"Human Diseases","Neurodegenerative disease","hsa05022","Pathways of neurodegeneration - multiple diseases","191/3680","483/9436",0.395445134575569,1.01397290485192,0.252063779474054,0.417933693437893,0.582421653104213,0.312721470042304,"11315/2475/9927/6390/4725/1435/356/5743/824/127602/5664/89780/6262/441925/440738/3799/5599/22943/90550/10105/355/5719/3265/283106/55626/9776/107984365/9973/6712/4728/2915/2893/81029/775/7132/4040/3845/3709/10376/7846/84790/60673/517/55967/488/6311/643246/4842/5715/196385/5687/5706/22863/1965/53349/5663/5700/801/55102/3831/1139/6263/1133/5604/5685/2903/55567/4706/5579/5595/1459/489/7314/140775/9706/5606/4843/5717/5709/8678/2535/4137/7473/7484/2081/8313/5578/5718/55062/64446/8632/4729/84617/5289/596/5605/4218/5714/581/5534/1639/1768/3553/3800/10010/56171/8324/5707/4705/1457/5173/5621/23236/5332/598/84557/5335/9217/81027/351/539/4731/637/5594/7494/29796/102800317/10126/468/3708/5894/1499/25981/776/7474/55081/2932/4710/3064/7345/5602/6622/5530/27123/817/7222/2891/6389/1767/493869/1350/324/9627/7416/1452/815/51164/2878/2890/5601/6310/203068/1616/5603/1769/51465/9896/4217/5071/26100/5879/3569/54205/8326/3092/8321/51384/2861/4747/7419/9821/79139/27019/10280/7415/2776/3309/2902/3028/4694/116442",191
"Organismal Systems","Immune system","hsa04620","Toll-like receptor signaling pathway","44/3680","109/9436",0.403669724770642,1.03506182688472,0.294382012971688,0.419832868137977,0.582728020975512,0.312885969096513,"5293/3725/3716/10000/1326/5599/51135/4792/2353/7187/207/5604/5595/6416/5606/6348/414062/5605/3661/3553/6772/958/3454/5594/10454/54106/941/5291/3592/5290/3576/5602/5295/5601/8737/5603/6885/23118/5879/3569/3551/23643/3456/3439",44
"Human Diseases","Infectious disease: bacterial","hsa05134","Legionellosis","23/3680","56/9436",0.410714285714286,1.053125,0.31880564764786,0.424318437989947,0.586607561683314,0.31496902295752,"9554/3310/1379/375/4791/664/4792/3684/718/58484/3553/1195/23786/3592/3576/2919/57396/1915/10767/3569/54205/3297/7415",23
"Metabolism","Lipid metabolism","hsa00565","Ether lipid metabolism","21/3680","51/9436",0.411764705882353,1.05581841432225,0.31958023627908,0.426388300064532,0.587129921120605,0.31524949503518,"5320/26279/5321/84647/144110/123745/283748/79153/54947/5048/284161/23646/8605/151056/8540/387521/8398/5337/133121/79888/5168",21
"Genetic Information Processing","Chromosome","hsa03082","ATP-dependent chromatin remodeling","47/3680","117/9436",0.401709401709402,1.03003530286139,0.261381447966372,0.43149506517147,0.591813389780633,0.317764204432495,"8289/3065/55929/57459/5977/51773/6602/57634/11177/8110/7528/9112/54617/10933/10847/9274/29117/6603/2186/8932/6597/54815/26122/29994/54891/79913/55193/93973/8607/86/8467/65980/9555/10902/8335/3013/3012/23506/57492/60/9031/9275/8295/54556/6604/54108/6595",47
"Organismal Systems","Immune system","hsa04640","Hematopoietic cell lineage","40/3680","100/9436",0.4,1.02565217391304,0.206195044223554,0.456041856908189,0.623017812390321,0.334518892137378,"1441/1435/914/3570/1604/1380/1379/947/3559/966/960/916/928/4254/2322/290/3566/3684/2811/3674/3690/3675/3554/3553/3655/4311/2814/7037/952/2993/3672/3673/1437/3567/1436/3117/3108/3569/948/3574",40
"Metabolism","Global and overview maps","hsa01230","Biosynthesis of amino acids","30/3680","75/9436",0.4,1.02565217391304,0.178331537401623,0.472881939677091,0.643490325756669,0.345511262426605,"2023/1491/26227/4548/5214/5832/5223/387712/5091/586/6472/5053/384/5315/3419/3418/84706/162417/5831/3420/50/7086/27430/383/221823/5723/48/5634/5009/5230",30
"Organismal Systems","Immune system","hsa04610","Complement and coagulation cascades","35/3680","88/9436",0.397727272727273,1.01982460474308,0.149389815333107,0.481058046584606,0.652059149081477,0.350112147390934,"731/732/2153/3075/722/1604/1380/1379/5328/966/7450/716/1361/5265/624/623/3684/3687/5055/718/9002/5329/7035/7056/3053/5648/2160/730/729/2149/2161/2162/717/5054/5327",35
"Human Diseases","Infectious disease: viral","hsa05164","Influenza A","68/3680","173/9436",0.393063583815029,1.00786629806484,0.0834933885101148,0.495848988683802,0.669492603397974,0.359472746250391,"5293/3716/356/10000/355/4928/7132/51135/3458/100529063/8106/4792/1965/7187/207/8766/5604/1387/5579/5595/6347/10241/7706/5578/3838/5605/3383/3337/581/3661/5610/7514/3553/64135/6772/8480/3454/3460/7113/637/5594/5894/3836/5291/3592/8743/5290/3576/5295/7416/3117/3108/3841/3459/60/3569/54205/1021/402569/10898/5644/3551/3717/90865/3456/3439/23586/5646",68
"Metabolism","Lipid metabolism","hsa00591","Linoleic acid metabolism","12/3680","30/9436",0.4,1.02565217391304,0.11251664778734,0.524284024116408,0.705141691350363,0.37861392194453,"5320/26279/1573/5321/84647/123745/283748/1544/8605/151056/8398/1576",12
"Metabolism","Metabolism of cofactors and vitamins","hsa00130","Ubiquinone and other terpenoid-quinone biosynthesis","5/3680","12/9436",0.416666666666667,1.06838768115942,0.189533215875542,0.533258588581249,0.714442973890707,0.383608088514046,"84274/79001/2677/27235/154807",5
"Human Diseases","Endocrine and metabolic disease","hsa04936","Alcoholic liver disease","56/3680","144/9436",0.388888888888889,0.997161835748792,-0.0274409182460461,0.542763445769306,0.724380444930573,0.388943845753713,"356/51094/10000/5599/23411/355/6934/1374/595/79602/7132/51135/32/217/10645/2308/4792/7187/207/6416/6720/5606/31/9020/718/3661/83439/3553/64900/23765/10454/1499/2932/3592/6434/8310/10891/3576/2919/5602/130/501/5601/8737/717/5603/6885/2309/4217/23118/3569/51422/3551/23643/3456/3439",56
"Human Diseases","Substance dependence","hsa05034","Alcoholism","74/3680","191/9436",0.387434554973822,0.993432733894833,-0.0733132224351003,0.556862102444872,0.740349231986094,0.397518016264337,"2782/3065/55970/5567/2773/2786/55315/3265/90993/1813/3845/440093/51564/10645/6655/54331/801/399694/10681/5604/2903/5595/2775/136/10014/2793/94235/6654/8520/1386/1385/9759/5173/2778/5594/135/468/5894/79885/111/59345/814/9555/1812/8350/8366/8335/3018/8344/8360/8351/3013/8367/3012/8353/8361/8345/8346/8970/8357/8354/9734/4852/9586/1644/2770/2783/64764/5569/4915/53358/2902/4128/55869",74
"Metabolism","Amino acid metabolism","hsa00220","Arginine biosynthesis","9/3680","23/9436",0.391304347826087,1.00335538752363,0.0128818145597491,0.573396229897768,0.756534189256752,0.406208255721053,"4842/384/84706/4843/162417/790/2744/383/5009",9
"Metabolism","Glycan biosynthesis and metabolism","hsa00515","Mannose type O-glycan biosynthesis","9/3680","23/9436",0.391304347826087,1.00335538752363,0.0128818145597491,0.573396229897768,0.756534189256752,0.406208255721053,"6487/8703/148789/10329/29954/146664/9215/135152/729920",9
"Organismal Systems","Excretory system","hsa04962","Vasopressin-regulated water reabsorption","17/3680","44/9436",0.386363636363636,0.990686758893281,-0.0495088241267009,0.576560536928106,0.757827675432019,0.406902771277013,"5567/90993/79659/397/1778/8766/115/109/1639/1781/1385/2778/51143/51164/9586/1780/64764",17
"Genetic Information Processing","Folding, sorting and degradation","hsa03060","Protein export","12/3680","31/9436",0.387096774193548,0.992566619915848,-0.0331453230091037,0.580799111618472,0.760518082006074,0.40834733964834,"164153/6726/23478/6730/90701/58477/7095/60559/11231/51608/83943/3309",12
"Metabolism","Lipid metabolism","hsa00592","alpha-Linolenic acid metabolism","10/3680","26/9436",0.384615384615385,0.986204013377927,-0.0563221332577505,0.59591818685719,0.777381995637011,0.417402133255729,"5320/26279/5321/84647/123745/283748/8605/151056/8398/8310",10
"Human Diseases","Cancer: overview","hsa05206","MicroRNAs in cancer","123/3680","320/9436",0.384375,0.985587635869565,-0.209721292683787,0.604212110880629,0.785249447474076,0.421626428645264,"407040/5293/2475/1870/3925/3065/4853/125467750/63923/7143/5743/406955/7042/89780/7431/648/6935/23411/5328/27250/3265/619552/960/113130/595/472/406882/6768/894/3845/8091/4193/6541/10253/407048/8660/6655/693210/23405/7057/90427/399694/7168/5604/1387/4363/5579/5595/5336/1398/2064/6774/10014/7473/3690/10642/406991/5578/57521/406906/596/5605/1786/4854/898/442918/1788/6654/5581/9839/2744/659/3667/9759/100302282/1869/5335/4318/1591/1399/5594/7078/5155/406883/5894/407015/387/27086/5291/5290/8626/5156/5295/1946/324/995/406937/5159/1871/7148/5292/7422/407032/407029/4082/6624/1956/5243/1021/4233/2146/3551/23414/407030/407035/8434/407043/3371/406956/25/4851/407006/407007",123
